[41, 59, 300, 115, 40, 24, 26, 50]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
2.69[42, 79, 191, 128, 44, 25, 21, 21]
2.69[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[43, 80, 157, 129, 43, 23, 19, 21]
2.71[44, 78, 184, 113, 41, 24, 20, 24]
