[30, 74, 320, 196, 75, 30, 23, 25]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
1.37[24, 88, 261, 127, 40, 28, 24, 26]
1.37[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[23, 80, 264, 155, 45, 29, 26, 24]
1.4[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[22, 64, 253, 143, 46, 26, 25, 22]
1.41[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 54, 249, 132, 47, 28, 26, 20]
1.44[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 57, 264, 138, 49, 29, 25, 23]
1.45[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 61, 262, 141, 46, 31, 23, 23]
1.47[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[23, 59, 237, 105, 41, 31, 24, 24]
1.49[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[22, 67, 252, 174, 41, 31, 24, 27]
1.51[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[21, 70, 223, 197, 47, 32, 23, 27]
1.53[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 67, 213, 215, 50, 29, 22, 25]
1.55[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[20, 63, 190, 220, 50, 28, 24, 27]
1.57[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[19, 65, 202, 222, 51, 30, 22, 26]
1.6[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[21, 67, 205, 188, 55, 30, 23, 23]
1.61[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[20, 58, 182, 168, 50, 29, 24, 22]
1.63[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[21, 56, 187, 142, 46, 28, 23, 23]
1.66[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[19, 57, 195, 127, 48, 26, 22, 20]
1.68[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[22, 59, 241, 128, 50, 29, 23, 21]
1.69[20, 60, 251, 89, 41, 27, 21, 20]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
