[39, 77, 198, 87, 43, 27, 25, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
1.36[30, 69, 177, 132, 54, 29, 24, 23]
1.36[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[31, 67, 182, 132, 56, 28, 24, 24]
1.37[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[38, 78, 144, 133, 61, 30, 23, 25]
1.4[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 81, 126, 117, 62, 29, 24, 25]
1.42[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[40, 80, 154, 136, 62, 29, 25, 25]
1.43[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 82, 158, 127, 56, 27, 25, 24]
1.46[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[39, 96, 156, 126, 53, 25, 24, 26]
1.48[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[37, 86, 158, 126, 61, 26, 25, 28]
1.49[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[35, 84, 167, 126, 62, 29, 22, 29]
1.52[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[36, 86, 163, 116, 60, 29, 23, 27]
1.54[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 85, 160, 117, 60, 31, 24, 28]
1.55[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[38, 72, 151, 116, 57, 30, 24, 27]
1.58[35, 68, 148, 101, 41, 29, 24, 25]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
